#,CMT,GeneID,Name,#SEQ,ave_SP,SP,SP200,SP_PHO,TM_PHO,ave_GPI,XC,Others,XC_HH,Others_HH,GO_CC
90,CMT_S,FBgn0040726,dpr1,15,0.689,0.467,0.933,0.667,0.867,0.167,"Ig[V-set:0.267, I-set:0.6, Ig_3:0.933, ig:0.0667]",N/A,N/A,N/A,GO:0005886:plasma membrane:IDA; GO:0016021:integral component of membrane:ISM;
91,CMT_S,FBgn0002543,robo2,14,0.071,0.000,0.000,0.214,1.500,0.000,Ig[I-set:0.929]; fn3[fn3:0.929],N/A,fn3[DUF4959],N/A,GO:0005886:plasma membrane:NAS; GO:0030424:axon:IDA;
92,CMT_E,FBgn0011828,Pxn,13,0.923,0.923,0.923,0.923,0.000,0.077,"FnI-like[VWC:0.923]; Ig[I-set:0.923, Ig_3:0.0769, Ig_2:0.0769]; LRR[LRR_8:0.923, LRR_9:0.0769, LRR_4:0.154, LRR_5:0.692]; LRRNT:0.462; An_peroxidase:0.923",N/A,N/A,N/A,GO:0005578:proteinaceous extracellular matrix:ISS;
93,CMT_S,FBgn0038092,beat-Vb,13,0.846,0.846,0.923,0.769,0.923,0.000,"Ig[Ig_3:0.0769, Ig_2:0.923]",N/A,"Ig[C2-set_2, Ig_2, I-set, C1-set, ig]",N/A,GO:0005576:extracellular region:NAS;
94,CMT_SE,FBgn0053179,beat-IIIb,13,0.667,0.615,0.769,0.615,1.231,0.000,"Ig[Ig_3:0.923, Ig_2:0.923]",N/A,N/A,N/A,GO:0005576:extracellular region:NAS;
95,CMT_[GS],FBgn0053202,dpr11,13,0.154,0.000,0.077,0.385,0.923,0.846,"Ig[I-set:0.923, ig:0.923]",N/A,N/A,N/A,GO:0005575:cellular_component:ND;
96,CMT_S,FBgn0261822,Bsg,25,0.920,0.920,0.920,0.920,0.960,0.000,"Ig[I-set:0.92, Ig_3:0.44, ig:0.44, Ig_2:0.08]",N/A,N/A,N/A,GO:0048786:presynaptic active zone:IMP; GO:0048788:presynaptic cytoskeletal matrix assembled at active zones:IDA; GO:0005886:plasma membrane:IDA; GO:0005886:plasma membrane:IDA;
97,CMT_[GS],FBgn0035170,dpr20,12,0.139,0.083,0.250,0.083,1.000,0.458,"Ig[V-set:0.917, I-set:0.333, ig:0.75]",N/A,N/A,N/A,GO:0005575:cellular_component:ND;
98,CMT_E,FBgn0036145,CG7607,12,0.778,0.667,0.917,0.750,0.250,0.125,Ig[I-set:0.917],N/A,"Ig[I-set, Ig_2, ig, Ig_3, V-set, Ig_5, Izumo-Ig, Ig_4, Receptor_2B4, V-set_CD47]",N/A,N/A
99,CMT_S,FBgn0039431,plum,12,0.694,0.583,0.750,0.750,1.000,0.000,"Ig[Ig_3:0.25, I-set:0.917, Ig_2:0.333, ig:0.25]; fn3[fn3:0.5]",N/A,"Ig[Ig_3, V-set, C2-set_2, C1-set]; fn3[fn3, DUF4959, DUF4998, fn3_2]",N/A,GO:0030425:dendrite:IDA; GO:0030424:axon:IDA;
100,CMT_E,FBgn0053512,dpr4,12,1.000,1.000,1.000,1.000,0.167,0.042,"Ig[V-set:0.0833, I-set:0.917, ig:0.833, Ig_3:0.0833]",N/A,N/A,N/A,GO:0005575:cellular_component:ND;
101,CMT_[SE],FBgn0028645,beat-Ib,11,0.636,0.273,0.909,0.727,0.727,0.000,Ig[Ig_2:0.909]; Trypsin[Trypsin:0.0909],N/A,"Ig[C2-set_2, I-set, Ig_2, C1-set, ig, Ig_3, Marek_A]",N/A,GO:0005576:extracellular region:NAS; GO:0005887:integral component of plasma membrane:ISM;
102,CMT_S,FBgn0040388,boi,22,0.773,0.773,0.773,0.773,1.045,0.000,"Ig[I-set:0.909, Ig_2:0.909, ig:0.545]; fn3[fn3:1]",N/A,N/A,N/A,N/A
103,CMT_S,FBgn0032629,beat-IIIc,20,0.750,0.600,0.900,0.750,1.100,0.050,"Ig[V-set:0.2, C2-set_2:0.25, Ig_3:0.9, Ig_2:0.75]",N/A,N/A,N/A,GO:0005576:extracellular region:NAS;
104,CMT_S,FBgn0262509,nrm,66,0.662,0.424,0.909,0.652,1.091,0.008,"Ig[C2-set_2:0.894, V-set:0.894, I-set:0.818, Ig_3:0.712, Ig_2:0.879, ig:0.0455]",N/A,N/A,N/A,GO:0005886:plasma membrane:IDA; GO:0005886:plasma membrane:ISS;
105,CMT_G,FBgn0260995,dpr21,9,0.630,0.556,0.778,0.556,0.444,0.833,"Ig[V-set:0.889, I-set:0.111, Ig_3:0.333, Ig_2:0.111, ig:0.444]",N/A,N/A,N/A,N/A
106,CMT_[SE],FBgn0028644,beat-Ic,16,0.312,0.062,0.688,0.188,0.812,0.031,"Ig[C2-set_2:0.875, ig:0.625, Ig_2:0.25]",N/A,N/A,N/A,GO:0005576:extracellular region:NAS; GO:0005887:integral component of plasma membrane:ISM;
107,CMT_S,FBgn0014007,Ptp69D,15,0.800,0.667,0.933,0.800,1.067,0.000,"Ig[Ig_3:0.867, V-set:0.0667, I-set:0.267, Ig_2:0.533, ig:0.2]; fn3[fn3:1]",Phosphatase[Y_phosphatase:0.933],fn3[DUF2369],N/A,GO:0005886:plasma membrane:ISS; GO:0005886:plasma membrane:NAS; GO:0030424:axon:IDA; GO:0005886:plasma membrane:IDA; GO:0005886:plasma membrane:IDA; GO:0005886:plasma membrane:IDA;
108,CMT_S,FBgn0053481,dpr7,22,0.212,0.091,0.455,0.091,0.727,0.023,"Ig[V-set:0.864, ig:0.682, Ig_2:0.182]",N/A,N/A,N/A,GO:0005575:cellular_component:ND;
109,CMT_G,FBgn0085382,CG34353,22,0.303,0.000,0.727,0.182,0.500,0.750,"Ig[I-set:0.864, ig:0.773, Ig_2:0.273]",N/A,fn3[fn3],N/A,N/A
110,CMT_S,FBgn0030723,dpr18,14,0.048,0.000,0.071,0.071,1.500,0.179,"Ig[Receptor_2B4:0.0714, ig:0.857, Ig_3:0.357]",N/A,"Ig[I-set, Ig_2, ig, Ig_3, C2-set_2, C1-set]",N/A,GO:0005575:cellular_component:ND;
111,CMT_G,FBgn0034920,CG5597,14,0.762,0.786,0.786,0.714,0.500,0.786,"Ig[C1-set:0.857, ig:0.5, V-set:0.5]",DUF4806:0.0714,N/A,N/A,N/A
112,CMT_G,FBgn0053516,dpr3,12,0.083,0.000,0.083,0.167,0.333,0.333,"Ig[V-set:0.833, I-set:0.0833, Ig_3:0.833, Ig_2:0.167]",N/A,N/A,N/A,GO:0005575:cellular_component:ND;
113,CMT_S,FBgn0032233,dpr19,15,0.889,0.867,0.933,0.867,0.933,0.467,"Ig[V-set:0.8, I-set:0.133, Ig_3:0.333, Ig_2:0.333]",N/A,N/A,N/A,GO:0005575:cellular_component:ND;
114,CMT_S,FBgn0083949,CG34113,15,0.533,0.200,0.733,0.667,0.867,0.000,"Ig[C2-set_2:0.8, V-set:0.8, I-set:0.133, Ig_3:0.467, Ig_2:0.667, ig:0.667]",N/A,"fn3[fn3, DUF4998, DUF4959, DUF2369]",N/A,N/A
115,CMT_M,FBgn0265002,CG44153,15,0.733,0.733,0.733,0.733,6.533,0.000,"Ig[I-set:0.0667, Ig_2:0.8]; EGF[EGF:0.733]; HRM:1",N/A,"EGF[EGF, Plasmod_Pvs28]; Ig[I-set, Ig_2, ig, Ig_3, V-set, C1-set, Ig_5]; CUB[CUB]; GPS; GAIN",GPCR_A[Git3],GO:0005575:cellular_component:ND; GO:0016020:membrane:IEA;
116,CMT_S,FBgn0039862,kek6,13,0.974,1.000,1.000,0.923,1.000,0.000,"Ig[I-set:0.769, Ig_2:0.231]; LRR[LRR_8:1, LRR_5:1]; LRRNT:0.154",N/A,LRRNT,N/A,GO:0005887:integral component of plasma membrane:ISM;
117,CMT_G,FBgn0034724,babos,12,0.917,0.917,0.917,0.917,0.667,0.958,"Ig[I-set:0.167, ig:0.75, Ig_2:0.0833]",N/A,N/A,N/A,GO:0098595:perivitelline space:IDA;
118,CMT_S,FBgn0032479,CG16974,13,1.000,1.000,1.000,1.000,1.385,0.077,"Ig[I-set:0.692, Ig_2:0.308]; LRR[LRR_8:1, LRR_4:0.692, LRR_5:1]",N/A,N/A,N/A,N/A
119,CMT_E,FBgn0037295,dpr16,24,0.278,0.208,0.250,0.375,0.083,0.438,"Ig[V-set:0.667, ig:0.5, Ig_3:0.125, Ig_2:0.667]",N/A,N/A,N/A,GO:0005575:cellular_component:ND;
120,CMT_[GS],FBgn0038087,beat-Va,12,1.000,1.000,1.000,1.000,0.917,0.792,"Ig[V-set:0.0833, Ig_2:0.667]",N/A,"Ig[Ig_2, I-set, C2-set_2, C1-set, Ig_3, ig, Marek_A, Ig_5, Ig_4]",N/A,GO:0005576:extracellular region:NAS;
121,CMT_G,FBgn0034725,CG6044,11,0.909,0.909,0.909,0.909,0.545,0.864,"Ig[C1-set:0.636, I-set:0.0909, Ig_3:0.0909]",N/A,"Ig[I-set, Ig_2]",N/A,N/A
122,CMT_S,FBgn0032484,kek4,10,0.800,0.600,0.900,0.900,1.100,0.000,"Ig[I-set:0.4, ig:0.6]; LRR[LRR_8:1, LRR_5:0.9]",N/A,LRRNT,N/A,GO:0005887:integral component of plasma membrane:ISM;
123,CMT_[GS],FBgn0250908,beat-VII,13,0.718,0.692,0.692,0.769,0.769,0.731,"Ig[V-set:0.462, I-set:0.0769, Ig_3:0.538]",N/A,"Ig[I-set, Ig_2, ig, Ig_3]",N/A,GO:0005576:extracellular region:NAS;
124,CMT_S,FBgn0266801,CG45263,13,0.308,0.000,0.462,0.462,0.462,0.000,"Ig[I-set:0.462, C2-set_2:0.462, Ig_2:0.462]",N/A,"Ig[I-set, V-set, Ig_3, V-set_CD47, Izumo-Ig]",N/A,N/A
125,CMT_G,FBgn0034788,CG13532,16,0.938,0.938,0.938,0.938,0.125,0.875,"Ig[V-set_CD47:0.375, C1-set:0.25, ig:0.125]",N/A,"Ig[I-set, V-set, Ig_2, C1-set, C2-set_2, ig, Receptor_2B4, Ig_3, V-set_CD47, Ig_5, Adhes-Ig_like, V-set_2]",CD4-extracel,GO:0005576:extracellular region:ISM;
126,CMT_E,FBgn0010114,hig,24,1.000,1.000,1.000,1.000,0.000,0.000,Ig[I-set:0.125]; Sushi:0.958,N/A,N/A,N/A,GO:0005576:extracellular region:NAS; GO:0043025:neuronal cell body:IDA; GO:0043083:synaptic cleft:IDA;
127,CMT_E,FBgn0032797,CG10186,27,0.963,0.963,0.963,0.963,0.000,0.000,Ig[V-set:0.111]; Sushi:1; WAP:0.963,N/A,"EGF[EGF, EGF_CA, cEGF]",N/A,GO:0016020:membrane:ISS; GO:0005576:extracellular region:IEA;
128,CMT_S,FBgn0004369,Ptp99A,27,0.728,0.667,0.741,0.778,0.815,0.000,fn3[fn3:0.778],Phosphatase[Y_phosphatase:1],"Ig[I-set, Ig_2, ig, Ig_3, V-set, Izumo-Ig, Ig_5, Receptor_2B4]; fn3[DUF4959, DUF4998]",N/A,GO:0005886:plasma membrane:ISS; GO:0005886:plasma membrane:ISS; GO:0005886:plasma membrane:ISS; GO:0005886:plasma membrane:NAS; GO:0030424:axon:IDA; GO:0005886:plasma membrane:IDA;
129,CMT_M,FBgn0030466,CG15744,13,0.564,0.538,0.692,0.462,6.692,0.000,LRR[LRR_8:0.846]; HRM:0.923,GPCR_A[7tm_2:0.692],"Ig[I-set, Ig_2, ig, Ig_3]; LRR[LRR_4]; GAIN; GPS",N/A,GO:0016021:integral component of membrane:IEA;
130,CMT_S,FBgn0031055,et,9,0.852,0.778,0.889,0.889,1.000,0.000,N/A,N/A,"Ig[Lep_receptor_Ig, Ig_2, I-set]; fn3[fn3, EpoR_lig-bind, IL6Ra-bind, DUF4998, DUF4959, DUF2369, Interfer-bind, fn3_2, Pur_ac_phosph_N, fn3_4, Tissue_fac]",N/A,GO:0016020:membrane:IEA;
131,CMT_S,FBgn0043903,dome,13,0.872,0.769,0.923,0.923,1.000,0.000,fn3[fn3:1],N/A,"Ig[I-set, Ig_2, ig, Lep_receptor_Ig, Ig_3, V-set]; fn3[fn3, DUF2369, EpoR_lig-bind, DUF4959, IL6Ra-bind, DUF4998, fn3_4, Interfer-bind, Tissue_fac]",N/A,GO:0005886:plasma membrane:ISS; GO:0005886:plasma membrane:ISS; GO:0005886:plasma membrane:NAS; GO:0016324:apical plasma membrane:TAS; GO:0016327:apicolateral plasma membrane:IDA;
132,CMT_GE,FBgn0264273,Sema-2b,17,0.490,0.353,0.882,0.235,0.059,0.235,Beta_propeller_XC[Sema:1]; PSI:0.941,N/A,"Ig[I-set, Ig_2, ig, V-set, Ig_5]",N/A,GO:0005886:plasma membrane:ISS; GO:0005576:extracellular region:ISS;
133,CMT_S,FBgn0000119,arr,12,0.028,0.000,0.000,0.083,2.333,0.000,"EGF[FXa_inhibition:1]; Beta_propeller_XC[DUF5050:1, Ldl_recept_b:1]; Ldl_recept_a:1",N/A,Beta_propeller_XC[Ldl_recept_b],N/A,GO:0005886:plasma membrane:IDA;
134,CMT_S,FBgn0000463,Dl,14,0.786,0.786,0.786,0.786,1.000,0.000,"EGF[cEGF:0.214, DSL:0.929, EGF_2:0.286, EGF:1]; MNNL:0.929",N/A,N/A,N/A,GO:0005886:plasma membrane:IDA; GO:0005886:plasma membrane:IDA; GO:0031410:cytoplasmic vesicle:IDA; GO:0005912:adherens junction:IDA; GO:0016021:integral component of membrane:NAS; GO:0016021:integral component of membrane:TAS; GO:0016021:integral component of membrane:NAS; GO:0016021:integral component of membrane:IEA; GO:0035003:subapical complex:IDA; GO:0005912:adherens junction:IDA; GO:0030139:endocytic vesicle:IDA; GO:0005886:plasma membrane:IDA; GO:0031410:cytoplasmic vesicle:IDA; GO:0009986:cell surface:IDA; GO:0005768:endosome:IDA;
135,CMT_E,FBgn0001967,NimC3,12,0.972,0.917,1.000,1.000,0.000,0.000,EGF[EGF_MSP1_1:1],N/A,"EGF[cEGF, Plasmod_Pvs28, EGF_2, EGF, FXa_inhibition, hEGF]; EMI",N/A,GO:0005639:integral component of nuclear inner membrane:IEA; GO:0016021:integral component of membrane:ISM;
136,CMT_E,FBgn0002526,LanA,12,1.000,1.000,1.000,1.000,0.000,0.125,EGF[Laminin_EGF:1]; Laminin_G[Laminin_G_2:1]; Laminin_II:1; Laminin_B:1; Laminin_N:1; Laminin_I:1,N/A,N/A,N/A,GO:0005604:basement membrane:IDA; GO:0005605:basal lamina:IDA; GO:0005604:basement membrane:ISS; GO:0005604:basement membrane:NAS; GO:0005604:basement membrane:ISS; GO:0036062:presynaptic periactive zone:IDA;
137,CMT_S,FBgn0003174,pwn,21,0.286,0.000,0.857,0.000,1.857,0.000,"SEA[SEA:1]; EGF[EGF_2:0.905, EGF_CA:1]",N/A,"EGF[EGF_CA, FXa_inhibition, EGF_3]",N/A,N/A
138,CMT_E,FBgn0003390,shf,38,0.649,0.868,0.974,0.105,1.053,0.000,"EGF[EGF_2:1, hEGF:0.289, EGF:0.158]; WIF:1",N/A,"EGF[hEGF, EGF_2]",N/A,GO:0005578:proteinaceous extracellular matrix:IDA; GO:0005576:extracellular region:IDA;
139,CMT_E,FBgn0003719,tld,11,0.606,0.364,0.727,0.727,0.182,0.000,"CUB[CUB:1]; EGF[EGF_CA:1, FXa_inhibition:1]; Astacin:1",N/A,N/A,N/A,GO:0005576:extracellular region:NAS;
140,CMT_S,FBgn0004647,N,12,0.861,0.583,1.000,1.000,1.000,0.000,"SEA[NOD:1, NODP:1]; EGF[EGF_CA:1, cEGF:0.917, EGF_2:0.583, EGF:1]; Notch:1","Ank[Ank_4:0.917, Ank_5:1, Ank_2:1]; DUF3454:0.917",N/A,N/A,GO:0005886:plasma membrane:IDA; GO:0005622:intracellular:IDA; GO:0005887:integral component of plasma membrane:NAS; GO:0005622:intracellular:NAS; GO:0016021:integral component of membrane:TAS; GO:0005634:nucleus:NAS; GO:0005634:nucleus:IDA; GO:0005634:nucleus:TAS; GO:0016021:integral component of membrane:IEA; GO:0035003:subapical complex:IDA; GO:0005912:adherens junction:IDA; GO:0043234:protein complex:IPI; GO:0030139:endocytic vesicle:IDA; GO:0009986:cell surface:IDA; GO:0005737:cytoplasm:IDA; GO:0005768:endosome:IDA; GO:0005770:late endosome:IDA;
141,CMT_S,FBgn0004649,yl,16,0.354,0.125,0.812,0.125,1.250,0.000,"EGF[EGF_CA:1, cEGF:1, FXa_inhibition:1]; Beta_propeller_XC[Ldl_recept_b:1]; Ldl_recept_a:1",N/A,"EGF[EGF]; Beta_propeller_XC[MRJP, Ldl_recept_b]; DPPIV_N; NHL","Beta_propeller[Cytochrom_D1, SdiA-regulated, GSDH, Me-amine-dh_H, WD40_like, eIF2A, DUF1513, SBP56, Phytase, Arylesterase, Peptidase_S9_N, Gmad1, Glu_cyclase_2]; DUF4915",GO:0030135:coated vesicle:IDA; GO:0031410:cytoplasmic vesicle:IDA;
142,CMT_E,FBgn0004885,tok,15,0.778,0.467,0.933,0.933,0.000,0.000,"CUB[CUB:1]; EGF[EGF_CA:0.0667, FXa_inhibition:1]; Astacin:1",N/A,N/A,N/A,GO:0016020:membrane:IEA;
143,CMT_S,FBgn0010395,Itgbn,15,0.733,0.733,0.733,0.733,1.000,0.000,"VWA[Integrin_beta:1]; EGF[EGF_2:1, hEGF:0.6]",Integrin_b_cyt:1,EGF[EGF]; Integrin_B_tail,N/A,GO:0008305:integrin complex:ISS; GO:0008305:integrin complex:ISS; GO:0008305:integrin complex:TAS; GO:0008305:integrin complex:NAS; GO:0008305:integrin complex:NAS; GO:0008305:integrin complex:IDA; GO:0016021:integral component of membrane:IDA;
144,CMT_S,FBgn0013997,Nrx-IV,24,0.889,0.833,0.917,0.917,0.958,0.000,EGF[EGF:1]; Laminin_G[Laminin_G_2:1]; F5_F8_type_C:1,ACPS:0.0417,Fibrinogen_C[COLFI],N/A,GO:0005886:plasma membrane:ISS; GO:0005918:septate junction:TAS; GO:0005918:septate junction:NAS; GO:0016021:integral component of membrane:NAS; GO:0005887:integral component of plasma membrane:NAS; GO:0005918:septate junction:NAS; GO:0005918:septate junction:TAS; GO:0005918:septate junction:TAS; GO:0005918:septate junction:TAS; GO:0005919:pleated septate junction:IDA; GO:0005886:plasma membrane:IDA; GO:0005886:plasma membrane:IDA; GO:0005886:plasma membrane:IDA;
145,CMT_E,FBgn0015773,NetA,19,0.947,0.947,0.947,0.947,0.000,0.000,EGF[Laminin_EGF:1]; TIMP-like[NTR:0.579]; Laminin_N:1,N/A,TIMP-like[TIMP],N/A,GO:0005576:extracellular region:ISS; GO:0005576:extracellular region:ISS; GO:0005578:proteinaceous extracellular matrix:ISS; GO:0005578:proteinaceous extracellular matrix:ISS; GO:0005829:cytosol:IDA;
146,CMT_E,FBgn0015774,NetB,16,0.750,0.750,0.750,0.750,0.250,0.000,EGF[Laminin_EGF:1]; TIMP-like[NTR:0.812]; Laminin_N:0.75,MFS[MFS_1:0.0625],N/A,N/A,GO:0005576:extracellular region:ISS; GO:0005576:extracellular region:ISS; GO:0005578:proteinaceous extracellular matrix:ISS;
147,CMT_E,FBgn0021742,C901,12,0.667,0.500,0.833,0.667,0.000,0.000,"EGF[hEGF:0.25, DSL:0.333, Laminin_EGF:0.833, EGF_2:1, EGF:1]",N/A,N/A,N/A,GO:0016020:membrane:IEA;
148,CMT_M,FBgn0024836,stan,18,0.963,0.944,1.000,0.944,6.667,0.000,"EGF[Laminin_EGF:1, EGF:1]; Laminin_G[Laminin_G_2:1]; Cadherin[Cadherin:1, Cadherin_3:1]; HRM:0.222; GAIN:1; GPS:0.944",GPCR_A[7tm_2:0.944],N/A,N/A,GO:0005886:plasma membrane:ISS; GO:0005886:plasma membrane:ISS; GO:0005911:cell-cell junction:IDA; GO:0016021:integral component of membrane:ISM; GO:0016021:integral component of membrane:NAS; GO:0016021:integral component of membrane:ISS; GO:0005887:integral component of plasma membrane:ISS; GO:0005887:integral component of plasma membrane:ISS; GO:0005886:plasma membrane:IEA; GO:0016021:integral component of membrane:IEA;
149,CMT_E,FBgn0026403,Ndg,13,0.923,0.923,0.923,0.923,0.000,0.000,"EGF[EGF_CA:0.923, cEGF:0.538, EGF_3:1, EGF:0.0769]; Beta_propeller_XC[Ldl_recept_b:1]; NIDO:1; G2F:1",N/A,"EGF[Plasmod_Pvs28, FXa_inhibition, EGF]; NHL","Beta_propeller[Cytochrom_D1, SdiA-regulated]; DUF4915",GO:0005604:basement membrane:ISS; GO:0005604:basement membrane:ISS;
150,CMT_S,FBgn0027594,drpr,41,0.976,0.976,0.976,0.976,0.976,0.000,"EGF[DSL:1, Laminin_EGF:1, EGF_2:0.756, EGF:0.39, hEGF:1]; EMI:0.366",N/A,EGF[Laminin_EGF]; EMI,Integrin_b_cyt; Cadherin_C,GO:0031224:intrinsic component of membrane:NAS;
151,CMT_G,FBgn0030551,CG11674,12,1.000,1.000,1.000,1.000,0.250,0.708,EGF[EB:1],N/A,"EGF[EGF_3, cEGF]",N/A,GO:0005681:spliceosomal complex:ISS;
152,CMT_E,FBgn0031089,CG9572,16,0.875,0.875,0.875,0.875,0.000,0.000,"EGF[EGF_3:0.0625, EGF:1]",N/A,"EGF[EGF, EGF_3, EGF_CA, Plasmod_Pvs28, cEGF, EGF_2, FXa_inhibition]",N/A,N/A
153,CMT_E,FBgn0031414,eys,15,0.000,0.000,0.000,0.000,0.467,0.000,EGF[EGF:1]; Laminin_G[Laminin_G_2:1],N/A,EGF[EGF],N/A,GO:0005886:plasma membrane:ISS; GO:0005576:extracellular region:IDA; GO:0005615:extracellular space:IDA; GO:0009986:cell surface:IDA; GO:0031513:nonmotile primary cilium:IDA;
154,CMT_S,FBgn0031879,uif,20,0.850,0.850,0.850,0.850,1.000,0.000,"CUB[CUB:1]; EGF[EGF_CA:1, cEGF:0.8, EGF_3:0.95, EGF:0.95, FXa_inhibition:1]; Lectin_C[Lectin_C:0.2]; Laminin_G[Laminin_G_3:0.95]; F5_F8_type_C:1; Ldl_recept_a:1; GCC2_GCC3:1; HYR:1; Sushi:1",N/A,Lectin_C[Lectin_C]; EGF[EGF_CA],N/A,GO:0016324:apical plasma membrane:IDA;
155,CMT_S,FBgn0031981,CG7466,13,0.949,0.846,1.000,1.000,1.000,0.000,"CUB[CUB:1]; EGF[hEGF:0.923, EGF_CA:1, Laminin_EGF:1, EGF_2:0.0769]; Beta_propeller_XC[Kelch_3:1, Kelch_2:0.769, Kelch_1:0.923, Kelch_5:0.846, Kelch_4:1]; PSI:1",N/A,"GF_recep_C-rich[VSP]; EGF[Laminin_EGF, EGF_2, EGF]; Beta_propeller_XC[Kelch_3]",N/A,GO:0016020:membrane:IEA;
156,CMT_S,FBgn0036391,CG17364,22,0.424,0.136,0.773,0.364,1.455,0.000,EGF[EB:1],N/A,EGF[EB],N/A,N/A
157,CMT_G,FBgn0038098,CG7381,17,0.824,0.824,0.824,0.824,1.000,0.912,EGF[EB:1],N/A,"EGF[Plasmod_Pvs28, cEGF]",N/A,GO:0005575:cellular_component:ND;
158,CMT_S,FBgn0039528,dsd,13,0.410,0.385,0.462,0.385,1.385,0.000,"CUB[CUB:0.692]; EGF[Laminin_EGF:0.846, EGF_2:1, EGF:0.231]; Beta_propeller_XC[Kelch_3:1, Kelch_5:1]; PSI:0.923",N/A,"Beta_propeller_XC[Kelch_6, Kelch_4]","Beta_propeller[RAG2, PSII_BNR]; Glyoxal_oxid_N",GO:0005575:cellular_component:ND;
159,CMT_S,FBgn0039647,CG14509,23,0.043,0.043,0.043,0.043,1.826,0.022,EGF[EB:1],N/A,EGF[EB],N/A,N/A
160,CMT_E,FBgn0051999,CG31999,22,0.394,0.409,0.409,0.364,0.136,0.000,"EGF[cEGF:1, FXa_inhibition:0.909, EGF_CA:1]",N/A,CUB[CUB],N/A,GO:0005578:proteinaceous extracellular matrix:ISS;
161,CMT_S,FBgn0052179,Krn,13,0.897,0.846,0.923,0.923,1.077,0.000,EGF[EGF:1],N/A,"EGF[EGF, EGF_CA, EGF_3]",N/A,GO:0005886:plasma membrane:ISS; GO:0005783:endoplasmic reticulum:IDA;
162,CMT_E,FBgn0052373,CG32373,4,1.000,1.000,1.000,1.000,0.000,0.000,"EGF[EGF_CA:1, cEGF:1, FXa_inhibition:1]; Sushi:1",N/A,Sushi,N/A,N/A
163,CMT_E,FBgn0052702,Cubn,13,0.923,0.923,0.923,0.923,0.000,0.000,"CUB[CUB:1]; EGF[EGF_CA:1, cEGF:0.846, FXa_inhibition:0.0769, EGF_3:0.615, EGF:1]",N/A,EGF[EGF_3],N/A,GO:0016020:membrane:IEA;
164,CMT_S,FBgn0053087,LRP1,16,0.792,0.750,0.812,0.812,1.000,0.000,"EGF[EGF_CA:1, cEGF:1, EGF_2:0.938, FXa_inhibition:1, EGF:1]; Beta_propeller_XC[Ldl_recept_b:1]; Ldl_recept_a:1",N/A,EGF[EGF]; Beta_propeller_XC[MRJP]; NHL,"Beta_propeller[Cytochrom_D1, SdiA-regulated, GSDH, Me-amine-dh_H, Glu_cyclase_2, DUF1513, WD40_like, eIF2A, SBP56, Ge1_WD40, Phytase, Peptidase_S9_N]; DUF4915",GO:0005829:cytosol:IDA;
165,CMT_S,FBgn0053196,dpy,52,0.859,0.827,0.846,0.904,0.962,0.000,"EGF[EGF_3:1, cEGF:0.865, EGF:0.712, EGF_CA:0.865]",N/A,N/A,N/A,GO:0005578:proteinaceous extracellular matrix:NAS; GO:0031012:extracellular matrix:ISM;
166,CMT_S,FBgn0259685,crb,51,0.118,0.020,0.137,0.196,1.020,0.000,"EGF[EGF_CA:1, cEGF:0.392, EGF:1]; Laminin_G[Laminin_G_2:1, Laminin_G_1:1]",N/A,N/A,N/A,GO:0005886:plasma membrane:ISS; GO:0016324:apical plasma membrane:IDA; GO:0016324:apical plasma membrane:TAS; GO:0016021:integral component of membrane:TAS; GO:0005886:plasma membrane:ISS; GO:0016021:integral component of membrane:NAS; GO:0016324:apical plasma membrane:TAS; GO:0005886:plasma membrane:IDA; GO:0016324:apical plasma membrane:TAS; GO:0016324:apical plasma membrane:NAS; GO:0016327:apicolateral plasma membrane:IPI; GO:0016327:apicolateral plasma membrane:IDA; GO:0005913:cell-cell adherens junction:NAS; GO:0035003:subapical complex:TAS; GO:0016021:integral component of membrane:TAS; GO:0005918:septate junction:TAS; GO:0016324:apical plasma membrane:NAS; GO:0016327:apicolateral plasma membrane:IDA; GO:0016028:rhabdomere:IDA; GO:0016324:apical plasma membrane:IDA; GO:0016028:rhabdomere:IDA; GO:0016324:apical plasma membrane:IDA;
167,CMT_S,FBgn0261260,mgl,12,0.028,0.000,0.000,0.083,1.333,0.000,"EGF[EGF_CA:0.833, cEGF:1, FXa_inhibition:1, EGF:0.333]; Beta_propeller_XC[DUF5050:0.0833, Ldl_recept_b:1]; Ldl_recept_a:1",N/A,Beta_propeller_XC[MRJP]; NHL,"Beta_propeller[Cytochrom_D1, SdiA-regulated, GSDH, Glu_cyclase_2, WD40_like, eIF2A, Ge1_WD40, Phytase, Peptidase_S9_N]; DUF4915",GO:0016324:apical plasma membrane:IDA; GO:0005886:plasma membrane:IDA; GO:0005829:cytosol:IDA;
168,CMT_E,FBgn0261563,wb,21,0.762,0.667,0.714,0.905,0.000,0.000,"EGF[hEGF:0.19, Laminin_EGF:1]; Laminin_G[Laminin_G_2:1, Laminin_G_1:0.0476]; Laminin_II:0.476; Laminin_B:1; Laminin_N:0.714",N/A,Laminin_I,N/A,GO:0005605:basal lamina:IDA; GO:0005605:basal lamina:ISS; GO:0005605:basal lamina:NAS; GO:0005604:basement membrane:ISS;
