Leading protein IDs	Protein name	Gene name	Protein ID	Name	id	MW(kDa)	Coverage_T4T5 (%)	Peptide_count_T4T5	Peptide_ids_T4T5	Evidence_count_T4T5	Evidence_ids_T4T5	Spectral_count_T4T5	Spectrum_ids_T4T5	log10(expression)_original_T4T5	log10(expression)_normalized_T4T5	log10(expression)_imputed_T4T5	log2(ratio)_original_T4T5	log2(ratio)_normalized_T4T5	log2(ratio)_imputed_T4T5	Enriched - T4T5
A0A6H2EG25;E1JJC0;M9NDL5;M9NDM1;M9NE61;M9NES6;M9NET2;M9NFS1;M9NGK3;M9NGL3;Q8IRV8;Q8IRV9;Q9W4Y3;Q9W4Y4;X2JCE8;X2JDK9	Terribly reduced optic lobes, isoform BC;Terribly reduced optic lobes, isoform AH;Terribly reduced optic lobes, isoform AF;Terribly reduced optic lobes, isoform AP;Terribly reduced optic lobes, isoform AR;Terribly reduced optic lobes, isoform AU;Terribly reduced optic lobes, isoform AI;Terribly reduced optic lobes, isoform AQ;Terribly reduced optic lobes, isoform AL;Terribly reduced optic lobes, isoform AM;Terribly reduced optic lobes, isoform AO;Terribly reduced optic lobes, isoform AW;Terribly reduced optic lobes, isoform AT;Terribly reduced optic lobes, isoform AN;Terribly reduced optic lobes, isoform BA;Terribly reduced optic lobes, isoform AS	TROL;TROL-RE	A0A6H2EG25;E1JJC0;M9NDL5;M9NDM1;M9NE61;M9NES6;M9NET2;M9NFS1;M9NGK3;M9NGL3;Q8IRV8;Q8IRV9;Q9W4Y3;Q9W4Y4;X2JCE8;X2JDK9;A0A023GRW4;M9NE56;M9NFR6;Q7KVZ0;Q8IRV7;Q8MPN3;Q9NEF9;X2JAC7;X2JE09;D5AEP5;Q9NEG1;Q9NFS9;Q9NEG0;Q9NEF8;A0A023GRW4;M9NE56;M9NFR6;Q7KVZ0;Q8IRV7;Q8MPN3;Q9NEF9;X2JAC7;X2JE09;D5AEP5;Q9NEG1;Q9NFS9;Q9NEG0;Q9NEF8;A0A023GRW4;M9NE56;M9NFR6;Q7KVZ0;Q8IRV7;Q8MPN3;Q9NEF9;X2JAC7;X2JE09;D5AEP5;Q9NEG1;Q9NFS9;Q9NEG0;Q9NEF8;A0A023GRW4;M9NE56;M9NFR6;Q7KVZ0;Q8IRV7;Q8MPN3;Q9NEF9;X2JAC7;X2JE09;D5AEP5;Q9NEG1;Q9NFS9;Q9NEG0;Q9NEF8;A0A023GRW4;M9NE56;M9NFR6;Q7KVZ0;Q8IRV7;Q8MPN3;Q9NEF9;X2JAC7;X2JE09;D5AEP5;Q9NEG1;Q9NFS9;Q9NEG0;Q9NEF8;A0A023GRW4;M9NE56;M9NFR6;Q7KVZ0;Q8IRV7;Q8MPN3;Q9NEF9;X2JAC7;X2JE09;D5AEP5;Q9NEG1;Q9NFS9;Q9NEG0;Q9NEF8;A0A023GRW4;M9NE56;M9NFR6;Q7KVZ0;Q8IRV7;Q8MPN3;Q9NEF9;X2JAC7;X2JE09;D5AEP5;Q9NEG1;Q9NFS9;Q9NEG0;Q9NEF8;A0A023GRW4;M9NE56;M9NFR6;Q7KVZ0;Q8IRV7;Q8MPN3;Q9NEF9;X2JAC7;X2JE09;D5AEP5;Q9NEG1;Q9NFS9;Q9NEG0;Q9NEF8;A0A023GRW4;M9NE56;M9NFR6;Q7KVZ0;Q8IRV7;Q8MPN3;Q9NEF9;X2JAC7;X2JE09;D5AEP5;Q9NEG1;Q9NFS9;Q9NEG0;Q9NEF8;A0A023GRW4;M9NE56;M9NFR6;Q7KVZ0;Q8IRV7;Q8MPN3;Q9NEF9;X2JAC7;X2JE09;D5AEP5;Q9NEG1;Q9NFS9;Q9NEG0;Q9NEF8;A0A023GRW4;M9NE56;M9NFR6;Q7KVZ0;Q8IRV7;Q8MPN3;Q9NEF9;X2JAC7;X2JE09;D5AEP5;Q9NEG1;Q9NFS9;Q9NEG0;Q9NEF8;A0A023GRW4;M9NE56;M9NFR6;Q7KVZ0;Q8IRV7;Q8MPN3;Q9NEF9;X2JAC7;X2JE09;D5AEP5;Q9NEG1;Q9NFS9;Q9NEG0;Q9NEF8;A0A023GRW4;M9NE56;M9NFR6;Q7KVZ0;Q8IRV7;Q8MPN3;Q9NEF9;X2JAC7;X2JE09;D5AEP5;Q9NEG1;Q9NFS9;Q9NEG0;Q9NEF8;A0A023GRW4;M9NE56;M9NFR6;Q7KVZ0;Q8IRV7;Q8MPN3;Q9NEF9;X2JAC7;X2JE09;D5AEP5;Q9NEG1;Q9NFS9;Q9NEG0;Q9NEF8;A0A023GRW4;M9NE56;M9NFR6;Q7KVZ0;Q8IRV7;Q8MPN3;Q9NEF9;X2JAC7;X2JE09;D5AEP5;Q9NEG1;Q9NFS9;Q9NEG0;Q9NEF8;A0A023GRW4;M9NE56;M9NFR6;Q7KVZ0;Q8IRV7;Q8MPN3;Q9NEF9;X2JAC7;X2JE09;D5AEP5;Q9NEG1;Q9NFS9;Q9NEG0;Q9NEF8	A0A6H2EG25;E1JJC0;M9NDL5;M9NDM1;M9NE61;M9NES6;M9NET2;M9NFS1;M9NGK3;M9NGL3;Q8IRV8;Q8IRV9;Q9W4Y3;Q9W4Y4;X2JCE8;X2JDK9	4	440.233	15.6	50	37;95;238;481;499;592;721;726;737;884;917;938;949;1005;1006;1033;1039;1170;1430;1526;1527;1545;1568;1655;1685;1867;1912;1949;1972;2027;2082;2139;2211;2217;2221;2236;2251;2252;2351;2478;2484;2520;2663;2664;2712;2713;2795;2901;2996;3132	62	104;339;745;774;909;1128;1140;1159;1403;1456;1484;1485;1502;1503;1592;1593;1633;1641;1837;1838;2359;2536;2537;2563;2596;2739;2783;3193;3258;3259;3260;3327;3368;3458;3543;3654;3655;3788;3789;3790;3798;3799;3806;3807;3835;3859;3860;3863;3865;4023;4283;4290;4352;4353;4579;4580;4679;4680;4813;4978;5136;5371	56	94;310;677;822;1018;1031;1049;1287;1334;1357;1358;1373;1374;1452;1453;1493;1691;2220;2386;2387;2412;2444;2573;2612;3039;3097;3098;3099;3163;3197;3282;3364;3460;3575;3576;3577;3584;3585;3591;3592;3624;3646;3647;3793;4054;4060;4117;4118;4328;4329;4427;4428;4550;4695;4846;5095	8.3142718111742	8.15775453495195	8.15775453495195	3.62109710923753	2.2046855356642	2.2046855356642	1
B5RJE5;Q0KHY8;Q8IGI8;Q8IMJ0	FI09225p (Fragment);Uncharacterized protein, isoform B;RH09162p (Fragment);Uncharacterized protein, isoform A	ANON-EST:POSEY81;CG2176;CG31030-RA	B5RJE5;Q0KHY8;Q8IGI8;Q8IMJ0	B5RJE5;Q0KHY8;Q8IGI8;Q8IMJ0	192	44.495	6.7	4	298;299;2002;2137	4	444;445;3407;3650	5	402;403;404;3232;3457	8.29854743507871	8.14203015885646	8.14203015885646	2.68176735897144	1.2653557853981	1.2653557853981	1
P35381	ATP synthase subunit alpha, mitochondrial	BLW	P35381	ATPA	23	59.422	35.3	19	78;284;577;603;654;728;850;998;1069;1467;2169;2229;2235;2465;2466;2503;2604;2859;2961	24	69;415;887;928;929;1009;1144;1145;1338;1582;1694;2416;3709;3823;3834;4260;4261;4263;4320;4321;4482;4915;4917;5075	23	61;373;804;838;909;1034;1035;1036;1442;1540;2270;3503;3612;3622;3623;4034;4035;4036;4037;4086;4239;4644;4788	8.28415743716084	8.12764016093859	8.12764016093859	0.757593844207021	-0.658817729366313	-0.658817729366313	0
A0A0B4KFZ4;O76137;Q95SQ6;Q9UAI4	Tetraspanin;Tetraspanin;GH07902p;Tetraspanin	TM4SF	A0A0B4KFZ4;O76137;Q95SQ6;Q9UAI4	A0A0B4KFZ4;O76137;Q95SQ6;Q9UAI4	265	32.797	7.2	3	30;2180;2719	3	3729;3730;4689	3	3523;3524;4439	8.25302283361134	8.09650555738908	8.09650555738908	2.72538385034039	1.30897227676705	1.30897227676705	1
E1JJF3;Q9V427	Innexin;Innexin inx2	INX2	E1JJF3;Q9V427	E1JJF3;INX2	159	42.488	15.3	5	526;750;871;1402;1899	7	815;1186;1383;2292;2293;2294;3240	7	736;1079;1270;2157;2158;2159;3081	8.24748226067705	8.09096498445481	8.09096498445481	2.47258391944978	1.05617234587645	1.05617234587645	1
O62619	Pyruvate kinase	PYK	O62619;O62619-2	KPYK	25	57.44	38.1	16	257;488;919;994;1036;1055;1172;1523;1675;1846;1847;2504;2509;2773;2885;2913	19	371;754;1458;1575;1637;1667;1842;1843;2531;2765;2766;3047;3048;4323;4330;4779;4780;4952;4998	20	336;685;1336;1436;1490;1517;1694;1695;2381;2596;2597;2835;2836;4088;4093;4094;4520;4521;4673;4712	8.24331094802982	8.08679367180757	8.08679367180757	2.13150706884726	0.71509549527393	0.71509549527393	0
E1JJF8;E1JJF9;M9NEZ5;P20241;P20241-2	Neuroglian, isoform E;Neuroglian, isoform D;Neuroglian, isoform G;Neuroglian;Neuroglian, Isoform A	NRG;NRG-RC	E1JJF8;E1JJF9;M9NEZ5;P20241;P20241-2;C0PTX6;C0PTX6;C0PTX6;C0PTX6;C0PTX6	E1JJF8;E1JJF9;M9NEZ5;NRG;NRG	20	143.618	19.5	20	28;52;219;268;351;385;408;528;539;724;810;925;1241;1303;1315;1321;1333;1334;2173;2544	22	28;305;386;533;581;620;818;831;1137;1277;1278;1464;1465;1965;2127;2147;2160;2179;2180;3718;3719;4385	23	23;280;348;480;526;561;739;751;1028;1160;1161;1342;1343;1824;2015;2016;2032;2043;2060;2061;3513;3514;4147	8.22089224921952	8.06437497299727	8.06437497299727	3.73124594314082	2.31483436956749	2.31483436956749	1
A8E775;P19107	RH02588p;Phosrestin-1	ARR2	A8E775;P19107;Q5BIJ0;Q5BIJ0	A8E775;ARRB	46	45.029	22.9	10	121;122;936;1112;1610;2063;2456;2502;2943;3070	10	140;142;1482;1760;2667;3515;4246;4317;5045;5283	11	127;128;1355;1621;2514;3341;4018;4083;4084;4758;5017	8.21924387224531	8.06272659602306	8.06272659602306	2.0026341122351	0.586222538661758	0.586222538661758	0
P16378;P16378-2	G protein alpha o subunit;G protein alpha o subunit, Isoform B	CTA;GALPHAO;HDC05603	P16378;P16378-2;Q6IGR5;M9PDM5;P25157;Q6IGR5;M9PDM5;P25157	GNAO;GNAO	107	40.476	23.7	7	211;542;581;1217;1591;1811;2363	10	292;837;892;1910;1911;2636;2998;4038;4039;4040	9	268;757;808;1758;1759;2480;2795;3808;3809	8.2069337618806	8.05041648565835	8.05041648565835	2.1920603574426	0.775648783869261	0.775648783869261	0
A0A0B4KEH0;P29310	14-3-3zeta, isoform K;14-3-3 protein zeta	14-3-3ZETA;EGFR	A0A0B4KEH0;P29310;P29310-2;P29310-3;Q6LEH5;P29310-2;P29310-3;Q6LEH5	A0A0B4KEH0;1433Z	101	28.228	27	5	10;490;1930;1998;3086	6	756;757;3295;3402;3565;5306	6	687;688;3135;3227;3382;5038	8.20650475707359	8.04998748085134	8.04998748085134	1.31496455783796	-0.101447015735367	-0.101447015735367	0
C0HL66;C0HL67;P02299	Histone H3.3A;Histone H3.3B;Histone H3	HIS3;HIS3.3A;HIS3.3B	C0HL66;C0HL67;P02299	H33A;H33B;H3	378	15.328	5.9	2	2403;2404	2	4102;4103	2	3862;3863	8.19354198856622	8.03702471234397	8.03702471234397	1.15295812281544	-0.263453450757899	-0.263453450757899	0
A0A0B4JCZ4;A0A126GV04;Q24547	Syntaxin 1A, isoform B;Syntaxin 1A, isoform C;Syntaxin-1A	SYX1A	A0A0B4JCZ4;A0A126GV04;Q24547;K7Z3L7;K7Z3L7;K7Z3L7	A0A0B4JCZ4;A0A126GV04;STX1A	104	34.158	22.3	7	13;879;959;1105;2114;2195;2908	8	1393;1516;1517;1753;3601;3602;3759;4992	8	1280;1387;1388;1614;3413;3414;3551;4706	8.17889065504891	8.02237337882666	8.02237337882666	3.73343336781784	2.31702179424451	2.31702179424451	1
Q7KTJ7	Basigin, isoform G	BSG	Q7KTJ7;A1A6P1;M9PCW5;Q8IPG9;Q961I4	Q7KTJ7	92	70.531	13	8	313;355;626;1083;1158;1537;2899;3005	8	477;539;964;1712;1821;2550;4973;5149	8	430;486;872;1562;1678;2400;4690;4857	8.17487352888742	8.01835625266517	8.01835625266517	2.27794941288326	0.861537839309917	0.861537839309917	0
Q6NLA3;Q8IML3;Q8IML4	V-type proton ATPase subunit a;V-type proton ATPase subunit a;V-type proton ATPase subunit a	VHA100-1	Q6NLA3;Q8IML3;Q8IML4;N0A2P0;Q86M57;Q86P41;Q8IML5;Q9XZ10;N0A2P0;Q86M57;Q86P41;Q8IML5;Q9XZ10;N0A2P0;Q86M57;Q86P41;Q8IML5;Q9XZ10	Q6NLA3;Q8IML3;Q8IML4	72	96.831	6.1	5	188;681;1160;2066;2224	5	258;1066;1824;3518;3814	5	238;958;1680;3344;3603	8.16482853434448	8.00831125812223	8.00831125812223	0	-1.41641157357333	-1.41641157357333	0
M9PJN8;P07487	Glyceraldehyde-3-phosphate dehydrogenase;Glyceraldehyde-3-phosphate dehydrogenase 2	GAPDH2	M9PJN8;P07487	M9PJN8;G3P2	68	35.369	41	9	896;913;963;1046;1200;1558;2816;2900;2910	14	1418;1449;1450;1451;1524;1651;1652;1885;2581;4847;4848;4976;4977;4994	14	1301;1328;1329;1394;1504;1505;1734;2429;2430;4583;4584;4693;4694;4708	8.16021033879828	8.00369306257603	8.00369306257603	1.53608748648441	0.119675912911076	0.119675912911076	0
M9PDV2;Q8MS10;Q9W441	Tetraspanin;Tetraspanin;Tetraspanin	TSP5D	M9PDV2;Q8MS10;Q9W441	M9PDV2;Q8MS10;Q9W441	369	31.922	7.3	2	2269;2449	2	3888;4236	3	3670;4009;4010	8.15363196500222	7.99711468877997	7.99711468877997	3.79637705195885	2.37996547838551	2.37996547838551	1
Q9VLP2	Protein quiver	DMEL\CG7781	Q9VLP2	Q9VLP2	508	16.007	11.6	1	1335	2	2181;2182	5	2062;2063;2064;2065;2066	8.15127176278889	7.99475448656664	7.99475448656664	4.45071029128019	3.03429871770685	3.03429871770685	1
B3DNA0;E1JJE6	IP03937p;Otopetrin-like a, isoform C	CG11473-RA;CG17761;CG42492-RC;OTOPLA	B3DNA0;E1JJE6;M9PDU2;M9PGH2;M9PGQ4;M9PJ56;Q4V485;D1Z3A7;M9PDU2;M9PGH2;M9PGQ4;M9PJ56;Q4V485;D1Z3A7	B3DNA0;E1JJE6	55	108.706	14.6	11	717;725;819;1480;1849;1877;2259;2518;2593;2756;2797	19	1121;1122;1139;1291;1292;2440;3051;3205;3206;3875;4345;4346;4347;4348;4349;4466;4751;4816;4817	23	1011;1012;1013;1030;1173;1174;2289;2838;3050;3051;3052;3053;3658;4109;4110;4111;4112;4113;4114;4224;4492;4553;4554	8.13261185049545	7.9760945742732	7.9760945742732			9.41529146152439	1
A0A0B4LGL6;P10379	Unzipped, isoform B;Protein unzipped	UZIP	A0A0B4LGL6;P10379	A0A0B4LGL6;UZIP	153	54.308	12.3	5	349;784;1007;1193;2892	5	531;1232;1594;1873;4963	5	478;1118;1454;1721;4681	8.12752592458769	7.97100864836544	7.97100864836544	4.34592712894666	2.92951555537332	2.92951555537332	1
Q8MYW1;Q9VGS3	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial;Succinate dehydrogenase cytochrome b560 subunit, mitochondrial	SDHC	Q8MYW1;Q9VGS3	Q8MYW1;Q9VGS3	269	18.558	14	3	365;1093;2995	4	554;1737;1738;5135	3	497;1598;1599	8.12027772033937	7.96376044411712	7.96376044411712	2.39166032409118	0.975248750517849	0.975248750517849	0
Q0KI25	Uncharacterized protein, isoform B	CG13825;CG4467;CG4467-RA;DMEL\CG4467	Q0KI25;A0A075QAN7;Q6NNV4;Q7YU41;Q9VCP4	Q0KI25	34	126.543	14.1	14	162;352;792;1029;1127;1615;1946;2244;2605;2694;2710;2794;2874;3001	15	216;534;1245;1627;1782;2674;3317;3844;4484;4634;4675;4810;4936;5143;5144	16	201;202;481;1129;1482;1641;2520;3154;3633;4240;4376;4423;4548;4659;4852;4853	8.11404356254808	7.95752628632583	7.95752628632583	4.73238693736183	3.3159753637885	3.3159753637885	1
A0A4P7VAW6;P25228	Ras-related protein Rab-3;Ras-related protein Rab-3	RAB3	A0A4P7VAW6;P25228	A0A4P7VAW6;RAB3	119	24.862	32.3	6	22;319;1583;1825;2142;2667	6	486;2624;3022;3661;3662;4584	6	438;2468;2813;3465;3466;4333	8.10859884597357	7.95208156975132	7.95208156975132	2.21657360143231	0.800162027858975	0.800162027858975	0
A0A0A0RVF0;A0A0M4FHJ7;A0A0R7DUG9;A0A1S6KX53;A0A1S6KXB6;A0A1W6LRF7;A0A343ASW6;B6E0Q3;B6E0S9;B6E0W8;P18935;Q9ME01	Cytochrome b;Cytochrome b;Cytochrome b;Cytochrome b;Cytochrome b;Cytochrome b;Cytochrome b;Cytochrome b;Cytochrome b;Cytochrome b;Cytochrome b;Cytochrome b	CYTB;MT:CYT-B	A0A0A0RVF0;A0A0M4FHJ7;A0A0R7DUG9;A0A1S6KX53;A0A1S6KXB6;A0A1W6LRF7;A0A343ASW6;B6E0Q3;B6E0S9;B6E0W8;P18935;Q9ME01	A0A0A0RVF0;A0A0M4FHJ7;A0A0R7DUG9;A0A1S6KX53;A0A1S6KXB6;A0A1W6LRF7;A0A343ASW6;B6E0Q3;B6E0S9;B6E0W8;CYB;Q9ME01	356	43.151	1.9	1	3023	1	5175	1	4879	8.10018801545002	7.94367073922777	7.94367073922777	2.74985680801929	1.33344523444595	1.33344523444595	1
O62530	Adaptor protein complex 2, mu subunit, isoform A	AP-2MU	O62530	O62530	171	49.856	8.7	4	991;1310;1650;2499	5	1570;1571;2139;2733;4314	3	1432;2568;4080	8.07696795219792	7.92045067597567	7.92045067597567	3.86831432940482	2.45190275583148	2.45190275583148	1
A4V1F9;H9BVD2;H9BVD3;H9BVD4;H9BVD5;H9BVD7;P0CG69;P15357;P18101;Q24576;Q24577;Q7JYK1;Q8IGR0;Q8MSM5;Q8MT02;Q9W418;R9PY16	Ubiquitin-63E, isoform C;Polyubiquitin (Fragment);Polyubiquitin (Fragment);Polyubiquitin (Fragment);Polyubiquitin (Fragment);Polyubiquitin (Fragment);Polyubiquitin;Ubiquitin-40S ribosomal protein S27a;Ubiquitin-60S ribosomal protein L40;D.melanogaster ubiquitin (Fragment);D.melanogaster ubiquitin (Fragment);60S ribosomal protein L40;40S ribosomal protein S27a;AT20865p;GH17513p;GH17761p;Uncharacterized protein	;ARU;RPL40;RPS27A;UBI-P5E;UBI-P5E5;UBI-P63E	A4V1F9;H9BVD2;H9BVD3;H9BVD4;H9BVD5;H9BVD7;P0CG69;P15357;P18101;Q24576;Q24577;Q7JYK1;Q8IGR0;Q8MSM5;Q8MT02;Q9W418;R9PY16;Q27927;Q7JPZ2;Q7JPZ3;Q24575;Q27927;Q7JPZ2;Q7JPZ3;Q24575;Q27927;Q7JPZ2;Q7JPZ3;Q24575;Q27927;Q7JPZ2;Q7JPZ3;Q24575;Q27927;Q7JPZ2;Q7JPZ3;Q24575;Q27927;Q7JPZ2;Q7JPZ3;Q24575;Q27927;Q7JPZ2;Q7JPZ3;Q24575;Q27927;Q7JPZ2;Q7JPZ3;Q24575;Q27927;Q7JPZ2;Q7JPZ3;Q24575;Q27927;Q7JPZ2;Q7JPZ3;Q24575;Q27927;Q7JPZ2;Q7JPZ3;Q24575;Q27927;Q7JPZ2;Q7JPZ3;Q24575;Q27927;Q7JPZ2;Q7JPZ3;Q24575;Q27927;Q7JPZ2;Q7JPZ3;Q24575;Q27927;Q7JPZ2;Q7JPZ3;Q24575;Q27927;Q7JPZ2;Q7JPZ3;Q24575;Q27927;Q7JPZ2;Q7JPZ3;Q24575	A4V1F9;H9BVD2;H9BVD3;H9BVD4;H9BVD5;H9BVD7;UBIQP;RS27A;RL40;Q24576;Q24577;Q7JYK1;Q8IGR0;Q8MSM5;Q8MT02;Q9W418;R9PY16	283	85.799	44.6	3	612;2533;2563	3	942;4370;4419	6	848;849;850;851;4135;4179	8.07602114178355	7.9195038655613	7.9195038655613	2.50698857835519	1.09057700478185	1.09057700478185	1
Q9VIQ8	Cytochrome c oxidase subunit 4, isoform A	COX4	Q9VIQ8	Q9VIQ8	442	20.52	14.8	2	862;1211	2	1366;1900	1	1750	8.0701487361523	7.91363145993005	7.91363145993005	0.288188758835044	-1.12822281473829	-1.12822281473829	0
E6EK15;Q9V4C7	Calcium-transporting ATPase;Calcium-transporting ATPase	CG2165-RC;HDC16691;PMCA	E6EK15;Q9V4C7;E6EK17;E6EK18;Q1WWE3;Q59DP9;Q59DQ0;Q6IIW9;E6EK17;E6EK18;Q1WWE3;Q59DP9;Q59DQ0;Q6IIW9	E6EK15;Q9V4C7	28	131.56	14.6	15	4;84;570;727;749;761;790;951;961;1552;1691;1721;1796;2037;3009	15	80;404;876;1142;1185;1202;1243;1506;1520;2572;2791;2852;2973;3475;5154	14	72;794;1032;1078;1092;1127;1377;1391;2421;2618;2674;2774;3308;4861	8.05388479039469	7.89736751417244	7.89736751417244	2.34296096410093	0.9265493905276	0.9265493905276	0
Q8IGE3;Q8IQB7	RH42907p (Fragment);MIP21654p	BCDNA:RH42907;CG32032	Q8IGE3;Q8IQB7	Q8IGE3;Q8IQB7	448	35.312	5.5	2	997;1518	2	1580;2519	2	1440;2372	8.02999217537785	7.8734748991556	7.8734748991556	5.09414850098179	3.67773692740846	3.67773692740846	1
M9PH10;P46461	Vesicle-fusing ATPase;Vesicle-fusing ATPase 1	CG1618;COMT;NSF2	M9PH10;P46461;A9YH29;F6J9Y7;A0A0B4LH53;P54351;A9YH29;F6J9Y7;A0A0B4LH53;P54351	M9PH10;NSF1	24	82.555	27.7	17	160;229;604;965;1179;1248;1356;1482;1484;1575;1580;1883;2030;2185;3025;3120;3127	18	213;319;930;1527;1852;1978;2215;2442;2445;2609;2618;3215;3217;3461;3743;5178;5357;5365	16	199;839;1396;1703;1836;2092;2291;2293;2456;2463;3061;3285;3537;4881;5082;5090	8.02685839381349	7.87034111759124	7.87034111759124	1.50982252320661	0.093410949633277	0.093410949633277	0
CON__P07477	Trypsin-1	PRSS1	CON__P07477	TRY1	876	26.558	12.1	2	1510;2558	2	2508;4413	2	4172;4173	8.01327443130337	7.85675715508112	7.85675715508112	-1.84420818891819	-3.26061976249152	-3.26061976249152	0
CON__P13647	Keratin, type II cytoskeletal 5	KRT4;KRT5;KRT7;KRT72;KRT79;KRT8;KRT81;KRT83;KRT84;KRT85;KRT86	CON__P13647;CON__Q14CN4;CON__Q6IME9;CON__O43790;CON__P05787;CON__P07744;CON__P08729;CON__P78385;CON__P78386;CON__Q14533;CON__Q61726;CON__Q8VED5;CON__Q9DCV7;CON__Q9NSB2	K2C5	863	62.378	25.4	16	253;503;1314;1398;1409;1410;1578;1921;1947;2146;2485;2615;2705;3020;3044;3046	21	364;779;2146;2284;2314;2317;2318;2615;3275;3276;3277;3318;3669;3670;4293;4504;4667;5170;5243;5244;5248	21	330;705;2031;2151;2183;2186;2187;2461;3115;3116;3117;3118;3119;3155;3472;4062;4257;4875;4972;4973;4977	7.9995481691611	7.84303089293885	7.84303089293885	0.019556634915915	-1.39685493865742	-1.39685493865742	0
A0A0B4KGL0;A0A0B4KH61;Q3KN41	Neurexin 1, isoform F;Neurexin 1, isoform G;LP14275p	NRX-1	A0A0B4KGL0;A0A0B4KH61;Q3KN41;A0A0B4KGQ3;A5HBQ4;Q9VCZ9;Q8SZX4;A0A0B4KGQ3;A5HBQ4;Q9VCZ9;Q8SZX4;A0A0B4KGQ3;A5HBQ4;Q9VCZ9;Q8SZX4	A0A0B4KGL0;A0A0B4KH61;Q3KN41	33	200.416	8.1	13	144;315;715;926;1001;1107;1412;1692;1860;2735;2875;2909;2929	13	190;479;1118;1466;1587;1755;2321;2792;3183;4712;4937;4993;5028	14	181;432;1007;1008;1344;1446;1616;2190;2619;3029;4459;4660;4707;4742	7.98990789906619	7.83339062284394	7.83339062284394	3.91345378867099	2.49704221509766	2.49704221509766	1
CON__P02533	Keratin, type I cytoskeletal 14	KRT12;KRT14;KRT16;KRT18;KRT19;KRT26;KRT31;KRT32;KRT33B;KRT35;KRT36;KRT37;KRT38;KRT42	CON__P02533;CON__Q6IFX2;CON__Q3ZAW8;CON__Q9Z2K1;CON__P19001;CON__O76013;CON__O76014;CON__O76015;CON__P05784;CON__Q14525;CON__Q14532;CON__Q15323;CON__Q497I4;CON__Q61765;CON__Q92764;CON__Q99456;CON__Q7Z3Y9	K1C14	865	51.561	34.5	15	79;327;594;732;1027;1260;1389;1420;1827;1893;2487;2572;2834;2947;3051	22	70;71;496;912;913;1152;1623;1624;1996;1997;2268;2339;2340;2341;2344;3025;3230;4296;4429;4881;5051;5260	18	62;63;449;825;1042;1478;1479;1852;2137;2204;2205;2206;3074;4065;4191;4614;4763;4989	7.98678608775625	7.830268811534	7.830268811534	0.169374162796654	-1.24703741077668	-1.24703741077668	0
M9PGF6;M9PJ19;P34082;X2JAF4	Fasciclin 2, isoform F;Fasciclin 2, isoform D;Fasciclin-2;Fasciclin 2, isoform G	;FAS2;FAS2-RA	M9PGF6;M9PJ19;P34082;X2JAF4;C0PTW6;P34082-2;P34082-3;X2JCI0;B5RJI6;C0PTW6;P34082-2;P34082-3;X2JCI0;B5RJI6;C0PTW6;P34082-2;P34082-3;X2JCI0;B5RJI6;C0PTW6;P34082-2;P34082-3;X2JCI0;B5RJI6	M9PGF6;M9PJ19;FAS2;X2JAF4	44	95.891	15	12	60;348;596;667;1220;2175;2220;2256;2508;3015;3139;3140	12	39;530;917;1033;1914;3721;3804;3871;4329;5161;5394;5395	13	33;477;828;931;932;1762;3516;3589;3654;4092;4868;5138;5139	7.98365785463116	7.82714057840891	7.82714057840891	3.44734771390027	2.03093614032693	2.03093614032693	1
A8DZ06;X2J9Z3	Uncharacterized protein, isoform J;Uncharacterized protein, isoform H	CG4587-RB;HDC02718;STOL	A8DZ06;X2J9Z3;D0IQF5;Q6IHD4;D0IQF5;Q6IHD4	A8DZ06;X2J9Z3	36	142.489	15.9	14	40;279;378;405;803;933;1189;1273;1520;1624;2483;2686;2801;3072	15	2;406;571;617;1265;1266;1478;1867;2014;2522;2686;4289;4622;4823;5285	15	1;365;516;558;1149;1150;1352;1717;1868;2374;2530;4059;4365;4562;5019	7.98059415577622	7.82407687955397	7.82407687955397	5.0858554588852	3.66944388531186	3.66944388531186	1
Q7K188	Protein quiver	DMEL\CG6329	Q7K188	Q7K188	318	17.276	5.2	2	14;2115	2	3603;3604	2	3415;3416	7.97415231853674	7.81763504231449	7.81763504231449			8.72477454824033	1
Q9W369	Mutant tan	T;TAN	Q9W369;D7RHE8	Q9W369	348	43.696	6.5	2	189;2522	2	260;4356	1	4122	7.96027094659222	7.80375367036997	7.80375367036997	0.677965764299042	-0.738445809274289	-0.738445809274289	0
P61851	Superoxide dismutase [Cu-Zn]	SOD1	P61851	SODC	236	15.699	25.5	3	1330;2657;2878	3	2175;4571;4941	3	2056;4321;4663	7.96027094659222	7.80375367036997	7.80375367036997	0.910544311829411	-0.505867261743923	-0.505867261743923	0
A0A2Z1YXZ9;Q9W4P5	V-type proton ATPase subunit;V-type proton ATPase subunit d 1	CHO;VHAAC39-1	A0A2Z1YXZ9;Q9W4P5	A0A2Z1YXZ9;VA0D1	215	39.778	16.9	4	73;152;1532;1753	5	59;60;202;2545;2911	4	49;190;2395;2726	7.95134723444746	7.79482995822521	7.79482995822521	1.99999604621962	0.583584472646289	0.583584472646289	0
