,Domains
FBgn0086408,Reprolysin/ADAMTS_CR_2/Reprolysin_5/Reprolysin_3/Reprolysin_2/Reprolysin_4/ADAMTS_CR_3
FBgn0086519,Chitin_bind_4
FBgn0086604,Ig_3/I-set/Ig_2/ig/C2-set_2/V-set/Ig_4
FBgn0086610,DM4_12
FBgn0086611,Chitin_bind_4
FBgn0086676,MFS_1/Sugar_tr/OATP/MFS_4
FBgn0086677,Ldl_recept_a
FBgn0085407,PDGF
FBgn0086693,Ion_trans/Ank_2/Ank/Ank_3/Ank_5/PKD_channel
FBgn0086711,DuoxA
FBgn0086778,Neur_chan_LBD/Neur_chan_memb
FBgn0086779,Sec7/PH/PH_11/PH_8
FBgn0086900,Chitin_bind_4
FBgn0086907,Cytochrom_C/Cytochrome_CBB3/Cytochrom_C550
FBgn0086913,Ras/Roc/Arf/GTP_EFTU/MMR_HSR1/Gtr1_RagA
FBgn0086916,DC_STAMP
FBgn0087002,Vitellogenin_N/Vit_open_b-sht/DUF1081/VWD
FBgn0087011,Fibrinogen_C
FBgn0087012,7tm_1
FBgn0087040,Tubulin/Tubulin_C/Tubulin_3
FBgn0243486,LRR_8/LRR_4/LRR_1/LRR_5/LRR_6
FBgn0243514,C_tripleX/cEGF/EGF_2/hEGF
FBgn0243586,DUF243
FBgn0250757,SSF
FBgn0250785,Guanylate_kin/PDZ/SH3_1/L27/SH3_2/PDZ_2/PDZ_6/Peptidase_M50
FBgn0250788,Spectrin/CH/PH_9/PH/CAMSAP_CH
FBgn0250789,Spectrin/EFhand_Ca_insen/SH3_1/EF-hand_1/SH3_9/EF-hand_7/EF-hand_8/EF-hand_6/SH3_2/EF-hand_5/GvpG
FBgn0250815,Trypsin/Trypsin_2
FBgn0250821,Band_7/Band_7_1
FBgn0250823,CK1gamma_C/Pkinase/PK_Tyr_Ser-Thr/Pkinase_fungal
FBgn0250833,Chitin_bind_4
FBgn0250837,dUTPase
FBgn0250839,JHBP
FBgn0250841,Trypsin/DUF1986/Trypsin_2
FBgn0250842,CAP
FBgn0250847,Lipase
FBgn0250848,Peptidase_C1/Inhibitor_I29
FBgn0250862,Phospholip_A2_2
FBgn0250907,Glyco_hydro_18/CBM_14
FBgn0250908,Ig_3/C2-set_2/I-set
FBgn0250910,7tm_1/7TM_GPCR_Srsx
FBgn0259101,5_nucleotid_C/Metallophos/PGA_cap
FBgn0259110,Reprolysin/Pep_M12B_propep/ADAM_CR/Disintegrin/Reprolysin_3/EGF_2
FBgn0259111,HCO3_cotransp/Band_3_cyto
FBgn0259140,CUB/EGF/CUB_2/EGF_3/hEGF/EGF_CA/cEGF/EGF_2
FBgn0259145,Ion_trans/cNMP_binding/Ion_trans_2
FBgn0259149,Peptidase_M14/Propep_M14
FBgn0259150,Otopetrin
FBgn0259164,Sugar_tr/MFS_1
FBgn0259166,PH
FBgn0259167,Vps62
FBgn0259171,PDEase_I
FBgn0259174,HECT/WW/C2
FBgn0259175,DPPIV_N/Peptidase_S9/Peptidase_S15/Esterase
FBgn0259178,Exo_endo_phos
FBgn0259183,DUF4728
FBgn0259188,Lig_chan-Glu_bd/Lig_chan
FBgn0259190,Lig_chan-Glu_bd
FBgn0259192,CBM_14
FBgn0259210,Prominin
FBgn0259212,RA/DIL/PDZ/FHA/PDZ_6/PDZ_2
FBgn0259213,Ig_3/I-set/Ig_2/ig/C2-set_2/V-set
FBgn0259214,Cation_ATPase_C/E1-E2_ATPase/Cation_ATPase/Cation_ATPase_N/ATP_Ca_trans_C/Hydrolase/Hydrolase_3
FBgn0259215,Lig_chan
FBgn0259221,PhoLip_ATPase_C/PhoLip_ATPase_N/Cation_ATPase/Hydrolase/E1-E2_ATPase/Hydrolase_3
FBgn0259227,Y_phosphatase
FBgn0259228,RasGEF/RasGEF_N
FBgn0259229,Acyl_transf_3/NRF
FBgn0259230,Lectin_C
FBgn0259231,7tm_1/7TM_GPCR_Srsx/7TM_GPCR_Srx/7tm_4
FBgn0259233,An_peroxidase
FBgn0259236,Comm
FBgn0259237,Peptidase_M1/ERAP1_C/Peptidase_M1_N
FBgn0259241,Somatomedin_B
FBgn0259242,Ion_trans_2/Ion_trans
FBgn0259243,cNMP_binding
FBgn0259245,Ig_3/I-set/ig/V-set/Ig_2/Ig_6
FBgn0259481,Mob1_phocein
FBgn0259677,LRR_8/LRR_4/LRR_5/LRR_1/LRR_9/fn3
FBgn0259682,DUF4820
FBgn0259685,EGF/hEGF/Laminin_G_1/Laminin_G_2/EGF_2/EGF_CA
FBgn0259713,Chitin_bind_4
FBgn0259714,Ig_3/I-set/ig/Ig_2/V-set/Adeno_E3_CR1/Ig_5/Ig_C17orf99/Ig_6
FBgn0259716,Peptidase_M13/Peptidase_M13_N
FBgn0259734,FCH/SH3_1/SH3_9/SH3_2
FBgn0259735,fn3/Pur_ac_phosph_N
FBgn0259740,Tetraspanin
FBgn0259748,CBM_14
FBgn0259818,CLASP_N/HEAT/HEAT_2
FBgn0259834,MFS_1
FBgn0259878,Kazal_2/Kazal_1
FBgn0259896,cEGF/EGF_2
FBgn0259927,RGS_DHEX/RGS/G-gamma/DEP
FBgn0259949,Kunitz_BPTI
FBgn0259950,Kunitz_BPTI
FBgn0259951,Kunitz_BPTI
FBgn0259952,Kunitz_BPTI
FBgn0259953,Kunitz_BPTI
FBgn0259954,Kunitz_BPTI
FBgn0259955,Kunitz_BPTI
FBgn0259956,Kunitz_BPTI
FBgn0259957,Kunitz_BPTI
FBgn0259958,Lectin_C
FBgn0259964,Kazal_1/Kazal_2
FBgn0259966,CBM_14
FBgn0259984,Reprolysin_2/Reprolysin_5/Reprolysin_3/Reprolysin_4/Disintegrin/Pep_M12B_propep/Reprolysin
FBgn0259989,Kazal_1/Kazal_2
FBgn0259994,Otopetrin
FBgn0259998,Trypsin/Trypsin_2
FBgn0260003,EF-hand_2/CH/Spectrin/EF-hand_3/ZZ/WW
FBgn0260004,CD36
FBgn0260005,Ank_2/Ank/Ank_4/Ank_5/Ank_3/Ion_trans
FBgn0260006,NRF/Acyl_transf_3
FBgn0260026,CBM_14
FBgn0260226,DIM
FBgn0260386,CBM_14
FBgn0260388,MFS_1
FBgn0260393,CBM_14
FBgn0260486,DHR-2_Lobe_A/DOCK-C2/DHR-2_Lobe_C/DHR-2_Lobe_B/DOCK_C-D_N/PH
FBgn0260499,QVR
FBgn0260645,Kunitz_BPTI
FBgn0260646,Kunitz_BPTI
FBgn0260653,CBM_14/Ldl_recept_a/Polysacc_deac_1
FBgn0260657,Band_7
FBgn0260658,Ras/Roc
FBgn0260659,UPF0016
FBgn0260660,Endostatin/Collagen/Collagen_trimer
FBgn0260745,Fasciclin
FBgn0260746,Glyco_hydro_35/Glyco_hydro_42/BetaGal_dom4_5
FBgn0260753,7tm_2/HRM
FBgn0260766,CAP
FBgn0260767,zf-LITAF-like
FBgn0260768,zf-LITAF-like
FBgn0260793,LRR_8/LRR_4/LRR_1/LRR_9/LRR_5/LRR_6
FBgn0260795,PHO4
FBgn0260798,Pkinase/PK_Tyr_Ser-Thr/RGS/PH
FBgn0260799,Arm/HEAT_2/HEAT/HEAT_EZ/Atx10homo_assoc
FBgn0260812,InaF-motif
FBgn0260858,Longin/Synaptobrevin
FBgn0260874,Lig_chan
FBgn0260934,Pkinase/PK_Tyr_Ser-Thr/KA1/Kinase-like/ABC1
FBgn0260941,DHHC
FBgn0260953,zf-Di19/ZZ
FBgn0260964,MFS_1/Sugar_tr
FBgn0260969,DUF4818
FBgn0260971,Ion_trans_2/Ion_trans/TFIIA
FBgn0260972,AMPK1_CBM/AMPKBI
FBgn0260995,Ig_3/I-set/ig/Ig_2/V-set/V-set_CD47/C1-set/Ig_5/Receptor_2B4
FBgn0260997,LPMO_10
FBgn0261016,EPTP
FBgn0261041,VWA_N/VGCC_alpha2/dCache_1/VWA_3/VWA_2/VWA
FBgn0261046,I-set/Ig_3/Ig_2/ig/fn3/V-set/C2-set_2/Ig_5/Pur_ac_phosph_N/Ig_C17orf99/V-set_CD47
FBgn0261053,Cadherin
FBgn0261054,Kunitz_BPTI
FBgn0261058,DUF2489
FBgn0261060,Toxin_19
FBgn0261085,C2
FBgn0261086,C2
FBgn0261089,C2
FBgn0261090,C2
FBgn0261244,Lipase_3
FBgn0261245,MARVEL
FBgn0261258,Lectin_C
FBgn0261260,Ldl_recept_a/Ldl_recept_b/FXa_inhibition/cEGF/SGL/DUF5050/EGF_CA/Arylesterase
FBgn0261262,CUB/Ldl_recept_a
FBgn0261269,LRR_8/LRR_4/LRR_1/LRR_5/LRR_9/LRR_6
FBgn0261277,QVR
FBgn0261279,ENTH
FBgn0261284,QVR
FBgn0261290,DUF1091
FBgn0261291,DUF1091
FBgn0261341,CBM_14/Ldl_recept_a
FBgn0261360,Guanylate_cyc/PK_Tyr_Ser-Thr/ANF_receptor/Pkinase/HNOBA
FBgn0261361,PKD_channel/Ion_trans
FBgn0261363,Hemocyanin_M/Hemocyanin_C/Hemocyanin_N/Tyrosinase
FBgn0261386,Cys_knot/DAN
FBgn0261401,Lig_chan
FBgn0261402,Lig_chan
FBgn0261444,Tweety
FBgn0261456,Pkinase/PK_Tyr_Ser-Thr/Mst1_SARAH/ABC1/Pkinase_fungal
FBgn0261458,CAP_C/CAP_N/WH2
FBgn0261509,LRR_8/LRR_5/LRR_4
FBgn0261514,EMI
FBgn0261534,Reeler
FBgn0261556,RhoGEF
FBgn0261563,Laminin_EGF/Laminin_G_2/Laminin_G_1/Laminin_N/Laminin_B/Laminin_G_3/Laminin_II
FBgn0261571,REJ/PLAT
FBgn0261574,Cadherin/Cadherin_2/Laminin_G_2/Cadherin_3/Laminin_G_1/EGF/EGF_CA
FBgn0261575,Glyco_hydro_31
FBgn0261584,Trypsin
FBgn0261612,Ion_trans/CLZ/cNMP_binding/Ion_trans_2
FBgn0261628,TMEM154
FBgn0261630,Kunitz_BPTI
FBgn0261633,Kunitz_BPTI
FBgn0261634,Kunitz_BPTI
FBgn0261673,Cytochrom_B561
FBgn0261674,LRR_8/LRR_5/LRR_1/LRR_4/LRR_9
FBgn0261675,Patched/NPC1_N/Sterol-sensing/MMPL
FBgn0261681,CBM_14
FBgn0261682,CBM_14
FBgn0261683,B9-C2
FBgn0261697,TCTN_DUF1619
FBgn0261698,BK_channel_a/Ion_trans_2
FBgn0261722,Cg6151-P
FBgn0261788,Ank/Ank_2/Ank_4/Ank_3/Ank_5/UPA_2/ZU5/Death
FBgn0261794,AA_permease/SLC12/AA_permease_2
FBgn0261800,Laminin_EGF/Laminin_N
FBgn0261803,LPMO_10
FBgn0261822,Ig_3/I-set/ig/Ig_2/V-set/Ig_5/Ig_4
FBgn0261832,CAP
FBgn0261848,CAP
FBgn0261871,V-set/ig/I-set/Ig_3/Ig_2
FBgn0261873,Guanylate_kin/PDZ/PDZ_6/SH3_2/PDZ_2/L27/SH3_1
FBgn0261929,7tm_1/7TM_GPCR_Srsx/7tm_4
FBgn0261952,Tsg
FBgn0261987,An_peroxidase
FBgn0261988,Pkinase/PK_Tyr_Ser-Thr/RGS/Pkinase_fungal
FBgn0261993,DM4_12
FBgn0261994,DM4_12
FBgn0261998,ABC_tran/ABC2_membrane_3/AAA_21/AAA_23/RsgA_GTPase/AAA_22/Rad17/AAA_15/AAA_29/DUF4162/AAA/TsaE
FBgn0261999,VWA_N/VGCC_alpha2/VWA_3/VWA_2/dCache_1/VWA
FBgn0262007,Sugar_tr/MFS_1
FBgn0262008,Sugar_tr/MFS_1
FBgn0262009,Kunitz_BPTI
FBgn0262010,Kunitz_BPTI/CfaA_B_C
FBgn0262018,Cadherin/Laminin_G_2/Laminin_G_1/CADH_Y-type_LIR/hEGF/EGF/Cadherin_3
FBgn0262057,Serpin
FBgn0262081,PK_Tyr_Ser-Thr/Pkinase/SH2
FBgn0262124,CNNM/CBS
FBgn0262127,WW/C2
FBgn0262169,Thyroglobulin_1/SPARC_Ca_bdg/Kazal_2/EF-hand_6/Kazal_1/EF-hand_1/EF-hand_7
FBgn0262170,TIL
FBgn0262357,Lectin_C
FBgn0262363,Toxin_19
FBgn0262473,LRR_8/LRR_5/TIR_2/LRR_4/TIR/LRR_1/LRRNT/LRRCT
FBgn0262476,SNF
FBgn0262509,Ig_3/Ig_2/I-set/ig/C2-set_2/V-set/C1-set/V-set_CD47/Ig_6/SCIMP/Receptor_2B4
FBgn0262513,ATP-synt_C
FBgn0262514,ATP-synt_C
FBgn0262516,PKD_channel/Ion_trans
FBgn0262518,Ras/Roc/Arf/SRPRB/Gtr1_RagA/MMR_HSR1/GTP_EFTU
FBgn0262528,L71
FBgn0262570,Trypsin
FBgn0262579,SAM_2/SAM_1/TIR_2
FBgn0262587,Trypsin/DUF1986
FBgn0262588,Trypsin/DUF1986
FBgn0262593,Ion_trans/BTB_2/Ion_trans_2
FBgn0262594,DUF1091
FBgn0262595,DUF1091
FBgn0262614,PDZ/PDZ_6/PDZ_2/Guanylate_kin/Peptidase_M50/SH3_2
FBgn0262624,L_HMGIC_fpl/PMP22_Claudin/Atthog/Claudin_2
FBgn0262685,Ion_trans_2/Ion_trans
FBgn0262717,DM13
FBgn0262721,Kunitz_BPTI
FBgn0262728,NHL
FBgn0262733,PK_Tyr_Ser-Thr/Pkinase/SH2/SH3_1/SH3_9/SH3_2
FBgn0262736,ATP-synt_C
FBgn0262808,GD_N
FBgn0262854,CBM_14
FBgn0262869,GDNF
FBgn0262870,Laminin_G_2/Laminin_G_1/Kunitz_BPTI/Laminin_G_3/EGF
FBgn0262873,Diedel
FBgn0262880,Propep_M14
FBgn0262900,Nup54
FBgn0262983,GD_N
FBgn0262986,CBM_14
FBgn0262999,Kazal_1
FBgn0263029,G-gamma
FBgn0263031,zf-LITAF-like
FBgn0263038,Fasciclin
FBgn0263040,Trypsin/DUF1986
FBgn0263041,Trypsin
FBgn0263082,Kunitz_BPTI
FBgn0263109,Serpin
FBgn0263111,Ion_trans/Ca_chan_IQ/GPHH/PKD_channel
FBgn0263116,7tm_1/7TM_GPCR_Srsx
FBgn0263120,AMP-binding/AMP-binding_C
FBgn0263131,Guanylate_cyc/AC_N/Adcy_cons_dom
FBgn0263132,Glyco_hydro_18/CBM_14
FBgn0263219,I-set/Ig_3/Ig_2/ig/fn3/V-set/Ig_5/Pur_ac_phosph_N/V-set_CD47/Ig_C17orf99
FBgn0263220,Aldo_ket_red
FBgn0263234,Trypsin
FBgn0263235,Trypsin
FBgn0263236,Peptidase_M1/ERAP1_C/Peptidase_M1_N
FBgn0263257,Ion_trans/cNMP_binding/Ion_trans_2
FBgn0263260,DUF3456
FBgn0263278,Fic/TPR_17/TPR_19/TPR_14/TPR_2
FBgn0263289,PDZ/LRR_8/LRR_4/PDZ_6/PDZ_2/Peptidase_M50/LRR_1/LRR_9
FBgn0263316,ABC_membrane/ABC_tran/MMR_HSR1/AAA_16/AAA_21/AAA_23/AAA_29/RsgA_GTPase/AAA_22/Dynamin_N/MnmE_helical/MeaB/DUF815
FBgn0263346,DUF4757/LIM
FBgn0263351,Adap_comp_sub/Clat_adaptor_s
FBgn0263353,PH
FBgn0263390,Na_H_Exchanger
FBgn0263391,Aldolase_II
FBgn0263397,Ion_trans_N/Ion_trans
FBgn0025878,Ig_3/I-set/ig/Ig_2/V-set/fn3/V-set_CD47/Pur_ac_phosph_N/C2-set_2
FBgn0034723,Ig_3/ig/I-set/Ig_2/V-set/Izumo-Ig/V-set_CD47
FBgn0034725,C1-set
FBgn0034730,ASC
FBgn0034724,ig/Ig_3/V-set/I-set/Ig_2
FBgn0034718,LRR_8/LRR_4
FBgn0053143,DUF4808/fn3/Pur_ac_phosph_N
FBgn0034758,zf-LITAF-like
FBgn0034759,zf-LITAF-like
FBgn0034761,zf-LITAF-like
FBgn0050273,zf-LITAF-like
FBgn0050269,zf-LITAF-like
FBgn0034766,PBP_GOBP
FBgn0034768,PBP_GOBP
FBgn0034776,Trypsin
FBgn0050272,MFS_1/Sugar_tr
FBgn0050265,MFS_1/Sugar_tr
FBgn0034782,MFS_1/Sugar_tr
FBgn0034783,MFS_1/Sugar_tr
FBgn0034784,MFS_1/Sugar_tr
FBgn0034785,MFS_1/Sugar_tr
FBgn0034789,PIP5K
FBgn0034796,Trypsin/Trypsin_2
FBgn0001263,PDZ/PDZ_6/PDZ_2/Peptidase_M50/Tricorn_PDZ/DUF6288
FBgn0034769,PBP_GOBP
FBgn0005631,I-set/Ig_3/ig/Ig_2/fn3/V-set/C2-set_2/Ig_6/C1-set/Pur_ac_phosph_N
FBgn0034755,zf-LITAF-like
FBgn0034753,Pro_isomerase
FBgn0034797,DOMON/Trypan_PARP/EGF_2/DUF6595/SEA
FBgn0034803,PA
FBgn0045482,7tm_7
FBgn0041236,7tm_7
FBgn0041235,7tm_7
FBgn0034807,Trypsin/DUF1986
FBgn0052833,Trypsin
FBgn0052834,Trypsin
FBgn0050187,Trypsin/Trypsin_2/DUF1986
FBgn0041712,MRJP
FBgn0034856,MRJP
FBgn0050411,MBF2
FBgn0034866,7tm_6
FBgn0034865,7tm_6
FBgn0026384,7tm_6
FBgn0050414,Trypsin
FBgn0046253,Peptidase_M1/ERAP1_C/Peptidase_M1_N
FBgn0050413,MBF2
FBgn0034870,zf-LITAF-like
FBgn0041234,7tm_7
FBgn0034880,FG-GAP/Integrin_alpha2/FG-GAP_3/DUF11/FG-GAP_2
FBgn0034882,MIP
FBgn0034885,MIP
FBgn0034884,MIP
FBgn0034883,MIP
FBgn0050181,ASC
FBgn0034871,Ins_allergen_rp
FBgn0034911,SNF
FBgn0024234,TGFb_propeptide/TGF_beta
FBgn0034920,Ig_3/ig/C1-set/I-set/Ig_2
FBgn0034928,Lipase
FBgn0001123,G-alpha/Arf/Gtr1_RagA
FBgn0050178,LIM/DiS_P_DiS
FBgn0011695,OS-D
FBgn0003353,Ion_trans/Ion_trans_2/cNMP_binding
FBgn0034965,ASC
FBgn0050172,OS-D
FBgn0034958,DUF1664/ATG17_like/Sec34
FBgn0034956,Sugar_tr/MFS_1/MFS_2
FBgn0034951,Oxysterol_BP
FBgn0015268,NAP
FBgn0034913,V-SNARE_C
FBgn0034909,Sugar_tr/MFS_1
FBgn0041706,Glyco_transf_49
FBgn0050418,NDNF/NDNF_C
FBgn0034996,7tm_1
FBgn0034972,COesterase/BD-FAE
FBgn0035010,7tm_1/7tm_4
FBgn0035023,Crust_neurohorm
FBgn0020521,Zona_pellucida
FBgn0035031,Lectin_C
FBgn0035042,CAP
FBgn0035049,Peptidase_M10/Hemopexin/PG_binding_1
FBgn0050163,Chitin_bind_4
FBgn0035043,LRR_8/LRR_4/LRR_1/LRR_6
FBgn0035012,DUF1091
FBgn0035011,DUF1091
FBgn0035003,Trypsin/Trypsin_2/DUF1986
FBgn0010414,SNF
FBgn0000037,7tm_1/7TM_GPCR_Srsx
FBgn0035056,Spaetzle
FBgn0035070,Trypsin/Trypsin_2
FBgn0035085,L_HMGIC_fpl/Claudin_2
FBgn0035091,CD36
FBgn0004055,DUF3421
FBgn0010435,CD36
FBgn0035089,OS-D
FBgn0060296,Ion_trans/Ank_4/Ank_2/Ank/Ank_5
FBgn0035076,Peptidase_M2
FBgn0025578,Chitin_bind_4
FBgn0035060,EF-hand_4/EF-hand_1/EF-hand_6/EF-hand_7/Crescentin/EF-hand_5/IFT57
FBgn0035050,Glyco_transf_29
FBgn0052475,Methuselah_N
FBgn0002564,Hemocyanin_C/Hemocyanin_M/Hemocyanin_N
FBgn0020386,Pkinase/PH_3/PK_Tyr_Ser-Thr
FBgn0035099,DC_STAMP
FBgn0035101,CAS_C/Serine_rich
FBgn0027111,PTN_MK_C
FBgn0029002,PTN_MK_C
FBgn0024806,AMP-binding/DMAP_binding
FBgn0035113,Ank/Ank_2/Ank_4/Ank_3/Ank_5/Ion_trans
FBgn0035103,Arrestin_C/Arrestin_N
FBgn0035102,FGE-sulfatase
FBgn0035148,PDZ/PDZ_6/PDZ_2/Peptidase_M50
FBgn0023000,Methuselah_N/7tm_2
FBgn0035132,Methuselah_N/7tm_2/7tm_1
FBgn0035131,Methuselah_N
FBgn0035167,Trehalose_recp/7tm_7
FBgn0035171,DUF2371
FBgn0035176,Ins_allergen_rp
FBgn0035173,MFS_1/MFS_1_like
FBgn0035170,Ig_3/I-set/V-set/ig/Ig_2/V-set_CD47
FBgn0052483,Peptidase_S10
FBgn0035154,Peptidase_S10
FBgn0004425,Lys/SLT_3
FBgn0004428,Lys/SLT_3
FBgn0004430,Lys/SLT_3
FBgn0004429,Lys/SLT_3
FBgn0004427,Lys/SLT_3
FBgn0004431,Lys/SLT_3
FBgn0024277,RhoGEF/Spectrin/PH_10/CRAL_TRIO_2/PH/CRAL_TRIO
FBgn0035192,Ion_trans_2/Ion_trans
FBgn0035199,Lectin_C
FBgn0010246,Myosin_head/Myosin_TH1
FBgn0263598,ATP-synt_ab/ATP-synt_ab_Xtn/ATP-synt_ab_N
FBgn0263607,Peptidase_C26/GATase
FBgn0263748,CBM_14
FBgn0263776,Aa_trans
FBgn0263780,DPPIV_N/Peptidase_S9/Peptidase_S15
FBgn0263846,PH/PDZ/PH_11/PDZ_6/PDZ_2/PH_8
FBgn0263916,Nucleoside_tran
FBgn0263930,Glypican
FBgn0263934,PET/LIM
FBgn0263986,An_peroxidase
FBgn0263998,PK_Tyr_Ser-Thr/Pkinase/PBD/SH3_2
FBgn0263999,Trypsin/DUF1986/Trypsin_2
FBgn0264000,Lig_chan/ANF_receptor/Lig_chan-Glu_bd/SBP_bac_3
FBgn0264002,7TM_GPCR_Srw/7tm_1
FBgn0264006,PDZ/PDZ_6/PDZ_2/Peptidase_M50
FBgn0264078,Band_7/Flot
FBgn0264089,LRR_8/LRR_4/LRR_5/LRRNT/Laminin_G_1/EGF/Laminin_G_2/LRRCT/LRR_1/hEGF/LRR_9/EGF_3
FBgn0264253,Trypsin/Trypsin_2
FBgn0264273,Sema/PSI
FBgn0264297,CAP
FBgn0264298,CAP
FBgn0264299,CAP
FBgn0264324,DOCK_N/DOCK-C2/DHR-2_Lobe_C/DHR-2_Lobe_B/DHR-2_Lobe_A
FBgn0264339,7tm_3
FBgn0264341,Lectin_C
FBgn0264386,Ion_trans/PKD_channel
FBgn0264488,CBM_14
FBgn0264494,ABC_tran/ABC2_membrane/AAA_21/ABC2_membrane_7/RsgA_GTPase
FBgn0264542,SH2
FBgn0264556,7tm_7
FBgn0264574,Sugar_tr/MFS_1
FBgn0264598,RhoGEF/C2/DUF4799/PDZ/PDZ_6
FBgn0264606,C2/PDZ/PDZ_6
FBgn0264607,Pkinase/CaMKII_AD/PK_Tyr_Ser-Thr/DUF4440/SnoaL_3
FBgn0264750,Kazal_1/Kazal_2
FBgn0264753,Ras/Roc
FBgn0264855,Adaptin_N/Alpha_adaptin_C/Alpha_adaptinC2/Cnd1
FBgn0264907,MFS_1/Sugar_tr
FBgn0264908,Neur_chan_LBD/Neur_chan_memb
FBgn0264953,Piezo_RRas_bdg/PIEZO
FBgn0264959,PK_Tyr_Ser-Thr/Pkinase/SH2/SH3_1/SH3_9/SH3_2
FBgn0264975,I-set/Ig_3/ig/fn3/Ig_2/Bravo_FIGEY/V-set/C2-set_2/V-set_CD47/Pur_ac_phosph_N
FBgn0264978,Sec1
FBgn0264979,Lipase
FBgn0265001,ASC
FBgn0265002,Ig_3/Ig_2/I-set/HRM/EGF/ig/CUB
FBgn0265011,Trypsin/Trypsin_2
FBgn0265042,IRK_C/IRK/Ion_trans_2
FBgn0265045,Pkinase/PK_Tyr_Ser-Thr/fn3/ABC1/Kdo
FBgn0265048,Vitellogenin_N/Vit_open_b-sht
FBgn0265052,Sulfotransfer_1/SpoVIF/Sulfotransfer_3
FBgn0265137,Serpin
FBgn0265140,Reprolysin/ADAM_CR/Reprolysin_5/Disintegrin/Pep_M12B_propep/Reprolysin_3/Reprolysin_2/Reprolysin_4
FBgn0265182,NPDC1
FBgn0265264,Abhydro_lipase/Abhydrolase_1/Hydrolase_4
FBgn0265267,Lipase/Abhydrolase_6
FBgn0265268,P4Ha_N/2OG-FeII_Oxy_3
FBgn0265272,PBP
FBgn0265274,Innexin
FBgn0265296,Ig_3/I-set/Ig_2/fn3/ig/V-set/Pur_ac_phosph_N/C2-set_2/Ig_5/Ig_4/fn3_2
FBgn0265416,CUB
FBgn0265575,PTR2
FBgn0265605,Ras/Roc/Arf/GTP_EFTU/RsgA_GTPase
FBgn0265607,Ig_2/Ig_3/V-set/ig/I-set/C2-set_2
FBgn0265767,Na_Ca_ex
FBgn0265778,RasGEF/RasGEF_N/PDZ/RA/PDZ_6/cNMP_binding/Peptidase_M50
FBgn0265877,DUF6721
FBgn0266084,FH2/Formin_GBD_N
FBgn0266136,Guanylate_cyc/PK_Tyr_Ser-Thr/ANF_receptor/Pkinase/HNOBA
FBgn0266137,7tm_1/7TM_GPCR_Srsx/7tm_4/7TM_GPCR_Srx
FBgn0266346,Ion_trans/cNMP_binding
FBgn0266347,Neur_chan_LBD/Neur_chan_memb
FBgn0266354,DPPIV_N/Peptidase_S9
FBgn0266363,Kazal_1/Kazal_2
FBgn0266364,Kazal_1/Kazal_2
FBgn0266377,PDEase_I
FBgn0266409,PMP22_Claudin/Claudin_2
FBgn0266429,7tm_1/7TM_GPCR_Srsx/7TM_GPCR_Srx/7TM_GPCR_Srw/7TM_GPCR_Srv
FBgn0266432,Cation_ATPase/Cation_ATPase_C/E1-E2_ATPase/Hydrolase
FBgn0266433,E1-E2_ATPase/Cation_ATPase_N
FBgn0266435,GMC_oxred_N/GMC_oxred_C/DAO
FBgn0266437,Prominin/DUF2207/Phage_Mu_Gam
FBgn0266443,DM4_12
FBgn0266569,TIL
FBgn0266579,Tubulin-binding
FBgn0266599,HSP70/MreB_Mbl/FtsA
FBgn0266669,Sec3_C/Sec3-PIP2_bind
FBgn0266670,Sec5/TIG
FBgn0266672,Sec8_exocyst/L27
FBgn0266720,SNAP-25
FBgn0266756,C2
FBgn0266758,C2/SMP_LBD/NT-C2
FBgn0266801,Ig_3/I-set/Ig_2/ig/C2-set_2/V-set/Ig_4
FBgn0267001,Tox-GHH/EGF_2/RHS_repeat/TFIIA
FBgn0267106,TIL
FBgn0267252,G-gamma
FBgn0267326,SNF
FBgn0267348,Laminin_EGF/Laminin_N/Laminin_B
FBgn0267350,PI4K_N/PI3_PI4_kinase/PI3Ka
FBgn0267363,E1-E2_ATPase/Cation_ATPase_C/Cation_ATPase/Hydrolase/Cation_ATPase_N/Hydrolase_3/HAD
FBgn0267428,I-set/Ig_3/ig/V-set/Ig_2/Ig_6
FBgn0267429,MFS_1/MFS_2
FBgn0267430,Piezo_RRas_bdg/PIEZO
FBgn0267435,LRR_8/LRR_4/LRR_5/LRR_1/LRR_9
FBgn0267486,Y_phosphatase
FBgn0267488,TED_complement/A2M/A2M_BRD/A2M_recep/MG2/MG3/MG4/Ldl_recept_a
FBgn0267489,REJ/PLAT
FBgn0267698,Pkinase/PK_Tyr_Ser-Thr/PBD/ABC1/Pkinase_fungal/APH
FBgn0267709,TIL
FBgn0267728,Ig_3/I-set/Ig_2/ig/V-set/Izumo-Ig/Ig_6/Ig_5/V-set_CD47/Ig_4/C2-set_2
FBgn0267795,FH2/Drf_FH3/Drf_GBD
FBgn0267796,TMC
FBgn0267849,Syntaxin_2/SNARE
FBgn0267975,IP_trans
FBgn0268063,LRR_8/LRR_4/LRR_9/LRR_1
FBgn0270928,MFS_1
FBgn0283437,Hemocyanin_M/Hemocyanin_C/Hemocyanin_N/Tyrosinase
FBgn0283461,Gamma-thionin/Toxin_3
FBgn0283479,Alk_phosphatase
FBgn0283480,Alk_phosphatase/Sulfatase
FBgn0283499,PK_Tyr_Ser-Thr/Recep_L_domain/Pkinase/Furin-like/fn3/Pur_ac_phosph_N
FBgn0283508,Lectin_C
